srno,make,model,variant,n,new_variant,FORMULA,Column1,,,2158,1095,871
494,Hyundai,Creta,E PLUS 1.4 DIESEL,1,,E PLUS,E,,,,,
495,Hyundai,Creta,E PLUS 1.6 PETROL,25,,E PLUS,E,,,,,
496,Hyundai,Creta,E Plus 1.4 CRDI,3,,E Plus,E,,,,,
497,Hyundai,Creta,E Plus 1.6 Petrol,10,,E Plus,E,,,,,
835,Hyundai,Xcent,E Plus,2,,E Plus,E,,,,,
836,Hyundai,Xcent,E+,5,,E+,E,,,,,
609,Hyundai,Eon,ERA,1,,ERA,ERA,,,,,
610,Hyundai,Eon,ERA +,22,,ERA +,ERA,,,,,
612,Hyundai,Eon,Era +,4,,Era +,ERA,,,,,
613,Hyundai,Eon,Era + AirBag,1,,Era +,ERA,,,,,
850,Hyundai,i10,ERA 1.1,2,,ERA 1.1,ERA,,,,,
851,Hyundai,i10,Era 1.1 iRDE2 [2010-2017],2,,Era 1.1,ERA,,,,,
583,Hyundai,Elite i20,ERA 1.2,2,,ERA 1.2,ERA,,,,,
584,Hyundai,Elite i20,Era 1.2,1,,Era 1.2,ERA,,,,,
634,Hyundai,Grand i10,ERA 1.2 KAPPA VTVT,4,,ERA 1.2,ERA,,,,,
635,Hyundai,Grand i10,Era 1.2 Kappa VTVT,1,,Era 1.2,ERA,,,,,
702,Hyundai,NEW SANTRO,ERA EXECUTIVE,7,,ERA EXECUTIVE,ERA,,,,,
719,Hyundai,Santro,Era Executive,1,,Era Executive,ERA,,,,,
720,Hyundai,Santro,Era Executive [2019-2020],1,,Era Executive,ERA,,,,,
611,Hyundai,Eon,ERA PLUS (O),2,,ERA PLUS,ERA,,,,,
791,Hyundai,Verna,EX 1.4 VTVT,4,,EX 1.4,EX,,,,,
498,Hyundai,Creta,EX 1.5 Diesel [2020-2022],3,,EX 1.5,EX,,,,,
499,Hyundai,Creta,EX 1.5 PETROL,2,,EX 1.5,EX,,,,,
500,Hyundai,Creta,EX 1.5 Petrol [2020-2022],2,,EX 1.5,EX,,,,,
792,Hyundai,Verna,EX 1.6 CRDi [2017-2018],1,,EX 1.6,EX,,,,,
793,Hyundai,Verna,EX 1.6 VTVT AT [2017-2018],1,,EX 1.6,EX,,,,,
794,Hyundai,Verna,EX 1.6 VTVT [2017-2018],3,,EX 1.6,EX,,,,,
795,Hyundai,Verna,FLUIDIC 1.4 VTVT,1,,FLUIDIC 1.4,Fluidic,,,,,
804,Hyundai,Verna,Fluidic 1.4 CRDi,1,,Fluidic 1.4,Fluidic,,,,,
805,Hyundai,Verna,Fluidic 1.4 CRDi EX,1,,Fluidic 1.4,Fluidic,,,,,
806,Hyundai,Verna,Fluidic 1.4 VTVT,2,,Fluidic 1.4,Fluidic,,,,,
796,Hyundai,Verna,FLUIDIC 1.6 CRDI S 4S,3,,FLUIDIC 1.6,Fluidic,,,,,
797,Hyundai,Verna,FLUIDIC 1.6 CRDI SX,8,,FLUIDIC 1.6,Fluidic,,,,,
798,Hyundai,Verna,FLUIDIC 1.6 VTVT EX,4,,FLUIDIC 1.6,Fluidic,,,,,
799,Hyundai,Verna,FLUIDIC 1.6 VTVT SX,5,,FLUIDIC 1.6,Fluidic,,,,,
800,Hyundai,Verna,FLUIDIC 1.6 VTVT SX AT,1,,FLUIDIC 1.6,Fluidic,,,,,
801,Hyundai,Verna,FLUIDIC 1.6 VTVT SX OPT,1,,FLUIDIC 1.6,Fluidic,,,,,
807,Hyundai,Verna,Fluidic 1.6 CRDi,1,,Fluidic 1.6,Fluidic,,,,,
808,Hyundai,Verna,Fluidic 1.6 CRDi SX,3,,Fluidic 1.6,Fluidic,,,,,
809,Hyundai,Verna,Fluidic 1.6 VTVT,2,,Fluidic 1.6,Fluidic,,,,,
810,Hyundai,Verna,Fluidic 1.6 VTVT SX,7,,Fluidic 1.6,Fluidic,,,,,
811,Hyundai,Verna,Fluidic 1.6 VTVT SX AT,2,,Fluidic 1.6,Fluidic,,,,,
812,Hyundai,Verna,Fluidic 1.6 VTVT SX Opt,2,,Fluidic 1.6,Fluidic,,,,,
802,Hyundai,Verna,FLUIDIC 4S 1.6 VTVT S,1,,FLUIDIC 4S,Fluidic,,,,,
803,Hyundai,Verna,FLUIDIC 4S 1.6 VTVT S(O),3,,FLUIDIC 4S,Fluidic,,,,,
727,Hyundai,Santro Xing,GL,2,,GL,GL,,,,,
738,Hyundai,Tucson,GL 2WD AT Petrol,1,,GL 2WD,GL,,,,,
728,Hyundai,Santro Xing,GL PLUS,8,,GL PLUS,GL,,,,,
729,Hyundai,Santro Xing,GL Plus,1,,GL Plus,GL,,,,,
730,Hyundai,Santro Xing,GLS,5,,GLS,GLS,,,,,
731,Hyundai,Santro Xing,GLS PLUS AUDIO,2,,GLS PLUS,GLS,,,,,
622,Hyundai,Getz,GVS,1,,GVS,GVS,,,,,
854,Hyundai,i10,Magna,1,,Magna,Magna,,,,,
703,Hyundai,NEW SANTRO,MAGNA,15,,MAGNA,Magna,,,,,
876,Hyundai,i20,MAGNA (O) 1.2,15,,MAGNA (O),Magna,,,,,
877,Hyundai,i20,MAGNA (O) 1.4 CRDI,1,,MAGNA (O),Magna,,,,,
879,Hyundai,i20,Magna (O) 1.2,5,,Magna (O),Magna,,,,,
880,Hyundai,i20,Magna (O) 1.4 CRDI,2,,Magna (O),Magna,,,,,
721,Hyundai,Santro,Magna [2018-2020],5,,Magna [2018-2020],Magna,,,,,
614,Hyundai,Eon,MAGNA +,14,,MAGNA +,Magna,,,,,
615,Hyundai,Eon,Magna +,3,,Magna +,Magna,,,,,
636,Hyundai,Grand i10,MAGNA 1.1 CRDI,1,,MAGNA 1.1,Magna,,,,,
640,Hyundai,Grand i10,Magna 1.1 CRDi [2013-2016],1,,Magna 1.1,Magna,,,,,
641,Hyundai,Grand i10,Magna 1.1 CRDi [2016-2017],2,,Magna 1.1,Magna,,,,,
852,Hyundai,i10,MAGNA 1.1,34,,MAGNA 1.1,Magna,,,,,
855,Hyundai,i10,Magna 1.1 LPG,1,,Magna 1.1,Magna,,,,,
856,Hyundai,i10,Magna 1.1 iRDE2 [2010-2017],10,,Magna 1.1,Magna,,,,,
704,Hyundai,NEW SANTRO,MAGNA 1.1 CORPORATE EDITION,2,,MAGNA 1.1,Magna,,,,,
585,Hyundai,Elite i20,MAGNA 1.2,18,,MAGNA 1.2,Magna,,,,,
589,Hyundai,Elite i20,Magna 1.2,3,,Magna 1.2,Magna,,,,,
590,Hyundai,Elite i20,Magna 1.2 [2016-2017],6,,Magna 1.2,Magna,,,,,
637,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,57,,MAGNA 1.2,Magna,,,,,
642,Hyundai,Grand i10,Magna 1.2 Kappa VTVT,12,,Magna 1.2,Magna,,,,,
643,Hyundai,Grand i10,Magna 1.2 Kappa VTVT CNG,2,,Magna 1.2,Magna,,,,,
644,Hyundai,Grand i10,Magna 1.2 Kappa VTVT CNG [2019-2020],1,,Magna 1.2,Magna,,,,,
645,Hyundai,Grand i10,Magna 1.2 Kappa VTVT [2013-2016],11,,Magna 1.2,Magna,,,,,
646,Hyundai,Grand i10,Magna 1.2 Kappa VTVT [2016-2017],1,,Magna 1.2,Magna,,,,,
665,Hyundai,Grand i10 Nios,MAGNA 1.2 KAPPA VTVT,5,,MAGNA 1.2,Magna,,,,,
667,Hyundai,Grand i10 Nios,Magna 1.2 Kappa VTVT,5,,Magna 1.2,Magna,,,,,
853,Hyundai,i10,MAGNA 1.2,32,,MAGNA 1.2,Magna,,,,,
857,Hyundai,i10,Magna 1.2,1,,Magna 1.2,Magna,,,,,
858,Hyundai,i10,Magna 1.2 Kappa2,3,,Magna 1.2,Magna,,,,,
878,Hyundai,i20,MAGNA 1.2,11,,MAGNA 1.2,Magna,,,,,
881,Hyundai,i20,Magna 1.2,6,,Magna 1.2,Magna,,,,,
882,Hyundai,i20,Magna 1.2 MT,1,,Magna 1.2,Magna,,,,,
883,Hyundai,i20,Magna 1.2 MT [2020-2023],1,,Magna 1.2,Magna,,,,,
591,Hyundai,Elite i20,Magna 1.4 CRDI,1,,Magna 1.4,Magna,,,,,
884,Hyundai,i20,Magna 1.4 CRDI,3,,Magna 1.4,Magna,,,,,
705,Hyundai,NEW SANTRO,MAGNA AMT,2,,MAGNA AMT,Magna,,,,,
638,Hyundai,Grand i10,MAGNA AT 1.2 KAPPA VTVT,8,,MAGNA AT,Magna,,,,,
706,Hyundai,NEW SANTRO,MAGNA CNG,1,,MAGNA CNG,Magna,,,,,
666,Hyundai,Grand i10 Nios,MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,4,,MAGNA CORPORATE,Magna,,,,,
586,Hyundai,Elite i20,MAGNA EXECUTIVE 1.2,2,,MAGNA EXECUTIVE,Magna,,,,,
587,Hyundai,Elite i20,MAGNA PLUS 1.2,3,,MAGNA PLUS,Magna,,,,,
588,Hyundai,Elite i20,MAGNA PLUS 1.4 CRDI,3,,MAGNA PLUS,Magna,,,,,
592,Hyundai,Elite i20,Magna Plus 1.2 [2019-2020],1,,Magna Plus,Magna,,,,,
593,Hyundai,Elite i20,Magna Plus 1.4 CRDi,1,,Magna Plus,Magna,,,,,
639,Hyundai,Grand i10,MAGNA U2 1.2 CRDI,1,,MAGNA U2,Magna,,,,,
902,Hyundai,i20 N Line,N6 1.0 Turbo iMT,1,,N6 1.0,N6,,,,,
697,Hyundai,NEW I20 N LINE,N6 1.0 TURBO GDI IMT,2,,N6 1.0,N6,,,,,
903,Hyundai,i20 N Line,N8 1.0 Turbo DCT,3,,N8 1.0,N8,,,,,
904,Hyundai,i20 N Line,N8 1.0 Turbo iMT Dual Tone,2,,N8 1.0,N8,,,,,
698,Hyundai,NEW I20 N LINE,N8 1.0 TURBO GDI DCT,1,,N8 1.0,N8,,,,,
699,Hyundai,NEW I20 N LINE,N8 1.0 TURBO GDI IMT,1,,N8 1.0,N8,,,,,
460,Hyundai,Alcazar,Platinum (O) 6 STR 2.0 Petrol AT,1,,Platinum (O),Platinum,,,,,
458,Hyundai,Alcazar,PLATINUM 1.5 MT 7STR,1,,PLATINUM 1.5,Platinum,,,,,
739,Hyundai,Tucson,Platinum 2.0 AT Petrol [2022-2023],2,,Platinum 2.0,Platinum,,,,,
680,Hyundai,Kona Electric,Premium,1,,Premium,Premium,,,,,
459,Hyundai,Alcazar,PRESTIGE (O) 6STR 2.0 AT,1,,PRESTIGE (O),PRESTIGE (O),,,,,
461,Hyundai,Alcazar,Prestige (O) 7 STR 1.5 Diesel AT,1,,Prestige (O),Prestige (O),,,,,
741,Hyundai,Venue,S (O) 1.0 TURBO IMT,1,,S (O),S,,,,,
742,Hyundai,Venue,S (O) 1.0 Turbo DCT,1,,S (O),S (O),,,,,
743,Hyundai,Venue,S (O) 1.2 Petrol,1,,S (O),S (O),,,,,
837,Hyundai,Xcent,S (O) 1.2,7,,S (O),S (O),,,,,
744,Hyundai,Venue,S 1.0 TURBO DCT,1,,S 1.0,S 1.0,,,,,
745,Hyundai,Venue,S 1.0 TURBO IMT,4,,S 1.0,S 1.0,,,,,
746,Hyundai,Venue,S 1.0 Turbo DCT,1,,S 1.0,S 1.0,,,,,
465,Hyundai,Aura,S 1.2,2,,S 1.2,S 1.2,,,,,
466,Hyundai,Aura,S 1.2 CNG,6,,S 1.2,S 1.2,,,,,
467,Hyundai,Aura,S 1.2 Petrol,3,,S 1.2,S 1.2,,,,,
747,Hyundai,Venue,S 1.2,12,,S 1.2,S 1.2,,,,,
748,Hyundai,Venue,S 1.2 Petrol,8,,S 1.2,S 1.2,,,,,
749,Hyundai,Venue,S 1.2 Petrol [2019-2020],1,,S 1.2,S 1.2,,,,,
838,Hyundai,Xcent,S 1.2,34,,S 1.2,S 1.2,,,,,
839,Hyundai,Xcent,S 1.2 (O),1,,S 1.2,S 1.2,,,,,
840,Hyundai,Xcent,S 1.2 Special Edition,1,,S 1.2,S 1.2,,,,,
501,Hyundai,Creta,S 1.4 CRDI,1,,S 1.4,S 1.4,,,,,
502,Hyundai,Creta,S 1.4 DIESEL,1,,S 1.4,S 1.4,,,,,
750,Hyundai,Venue,S 1.4 CRDI,1,,S 1.4,S 1.4,,,,,
503,Hyundai,Creta,S 1.5 PETROL,4,,S 1.5,S 1.5,,,,,
504,Hyundai,Creta,S 1.5 Petrol [2020-2022],1,,S 1.5,S 1.5,,,,,
505,Hyundai,Creta,S 1.6 AT CRDi,1,,S 1.6,S 1.6,,,,,
506,Hyundai,Creta,S 1.6 PETROL,4,,S 1.6,S 1.6,,,,,
841,Hyundai,Xcent,S AT 1.2,3,,S AT,S AT,,,,,
842,Hyundai,Xcent,S AT 1.2 (O),1,,S AT,S AT,,,,,
507,Hyundai,Creta,S PLUS 1.4 DIESEL,2,,S PLUS,S PLUS,,,,,
508,Hyundai,Creta,S Plus 1.4 CRDI,1,,S Plus,S Plus,,,,,
751,Hyundai,Venue,S Plus 1.2 Petrol,3,,S Plus,S Plus,,,,,
813,Hyundai,Verna,S Plus 1.5 CRDi,1,,S Plus,S Plus,,,,,
814,Hyundai,Verna,S Plus 1.5 VTVT,1,,S Plus,S Plus,,,,,
752,Hyundai,Venue,S(O) 1.2,3,,S(O) 1.2,S(O) 1.2,,,,,
753,Hyundai,Venue,S+ 1.2,4,,S+ 1.2,S+ 1.2,,,,,
462,Hyundai,Alcazar,Signature (O) 6 STR 1.5 Diesel AT,1,,Signature (O),Signature (O),,,,,
463,Hyundai,Alcazar,Signature (O) 7 Seater 2.0 Petrol AT,2,,Signature (O),Signature (O),,,,,
464,Hyundai,Alcazar,Signature 6 STR 2.0 Petrol,1,,Signature 6,Signature 6,,,,,
652,Hyundai,Grand i10,Sports Edition 1.2L Kappa VTVT,2,,Sports Edition,Sports Edition,,,,,
616,Hyundai,Eon,SPORTZ,2,,SPORTZ,SPORTZ,,,,,
617,Hyundai,Eon,Sportz,3,,Sportz,Sportz,,,,,
722,Hyundai,Santro,Sportz,3,,Sportz,Sportz,,,,,
647,Hyundai,Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,11,,SPORTZ (O),SPORTZ (O),,,,,
648,Hyundai,Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,14,,SPORTZ (O),SPORTZ (O),,,,,
653,Hyundai,Grand i10,Sportz (O) 1.2 Kappa VTVT [2017-2018],4,,Sportz (O),Sportz (O),,,,,
654,Hyundai,Grand i10,Sportz (O) AT 1.2 Kappa VTVT [2017-2018],10,,Sportz (O),Sportz (O),,,,,
655,Hyundai,Grand i10,Sportz (O) U2 1.2 CRDi [2017-2018],1,,Sportz (O),Sportz (O),,,,,
885,Hyundai,i20,SPORTZ (O) 1.2,3,,SPORTZ (O),SPORTZ (O),,,,,
696,Hyundai,NEW I20,Sportz (O) 1.2 IVT,1,,Sportz (O),Sportz (O),,,,,
726,Hyundai,Santro,Sportz [2018-2020],8,,Sportz [2018-2020],Sportz [2018-2020],,,,,
668,Hyundai,Grand i10 Nios,SPORTZ 1.0 TURBO GDI,5,,SPORTZ 1.0,SPORTZ 1.0,,,,,
889,Hyundai,i20,Sportz 1.0 Turbo IMT,1,,Sportz 1.0,Sportz 1.0,,,,,
690,Hyundai,NEW I20,SPORTZ 1.0T GDI IMT,1,,SPORTZ 1.0T,SPORTZ 1.0T,,,,,
691,Hyundai,NEW I20,SPORTZ 1.0TURBO DCT,1,,SPORTZ 1.0TURBO,SPORTZ 1.0TURBO,,,,,
859,Hyundai,i10,SPORTZ 1.1,12,,SPORTZ 1.1,SPORTZ 1.1,,,,,
862,Hyundai,i10,Sportz 1.1 LPG [2010-2017],1,,Sportz 1.1,Sportz 1.1,,,,,
863,Hyundai,i10,Sportz 1.1 iRDE2 [2010--2017],6,,Sportz 1.1,Sportz 1.1,,,,,
594,Hyundai,Elite i20,SPORTZ 1.2,51,,SPORTZ 1.2,SPORTZ 1.2,,,,,
595,Hyundai,Elite i20,SPORTZ 1.2 (O),2,,SPORTZ 1.2,SPORTZ 1.2,,,,,
600,Hyundai,Elite i20,Sportz 1.2,4,,Sportz 1.2,Sportz 1.2,,,,,
601,Hyundai,Elite i20,Sportz 1.2 (O),3,,Sportz 1.2,Sportz 1.2,,,,,
602,Hyundai,Elite i20,Sportz 1.2 [2016-2017],23,,Sportz 1.2,Sportz 1.2,,,,,
649,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,90,,SPORTZ 1.2,SPORTZ 1.2,,,,,
650,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT DUAL TONE,1,,SPORTZ 1.2,SPORTZ 1.2,,,,,
656,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,6,,Sportz 1.2,Sportz 1.2,,,,,
657,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT [2013-2016],11,,Sportz 1.2,Sportz 1.2,,,,,
658,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT [2016-2017],7,,Sportz 1.2,Sportz 1.2,,,,,
669,Hyundai,Grand i10 Nios,SPORTZ 1.2 KAPPA VTVT,16,,SPORTZ 1.2,SPORTZ 1.2,,,,,
670,Hyundai,Grand i10 Nios,SPORTZ 1.2 KAPPA VTVT CNG,6,,SPORTZ 1.2,SPORTZ 1.2,,,,,
671,Hyundai,Grand i10 Nios,SPORTZ 1.2 KAPPA VTVT DUAL TONE,3,,SPORTZ 1.2,SPORTZ 1.2,,,,,
675,Hyundai,Grand i10 Nios,Sportz 1.2 Kappa VTVT,10,,Sportz 1.2,Sportz 1.2,,,,,
676,Hyundai,Grand i10 Nios,Sportz 1.2 Kappa VTVT CNG,5,,Sportz 1.2,Sportz 1.2,,,,,
677,Hyundai,Grand i10 Nios,Sportz 1.2 Kappa VTVT [2023],1,,Sportz 1.2,Sportz 1.2,,,,,
860,Hyundai,i10,SPORTZ 1.2,21,,SPORTZ 1.2,SPORTZ 1.2,,,,,
861,Hyundai,i10,SPORTZ 1.2 AT,8,,SPORTZ 1.2,SPORTZ 1.2,,,,,
864,Hyundai,i10,Sportz 1.2,2,,Sportz 1.2,Sportz 1.2,,,,,
865,Hyundai,i10,Sportz 1.2 AT,1,,Sportz 1.2,Sportz 1.2,,,,,
866,Hyundai,i10,Sportz 1.2 AT Kappa2,5,,Sportz 1.2,Sportz 1.2,,,,,
867,Hyundai,i10,Sportz 1.2 Kappa2,11,,Sportz 1.2,Sportz 1.2,,,,,
886,Hyundai,i20,SPORTZ 1.2,24,,SPORTZ 1.2,SPORTZ 1.2,,,,,
890,Hyundai,i20,Sportz 1.2,1,,Sportz 1.2,Sportz 1.2,,,,,
891,Hyundai,i20,Sportz 1.2 (O),1,,Sportz 1.2,Sportz 1.2,,,,,
892,Hyundai,i20,Sportz 1.2 BS-IV,4,,Sportz 1.2,Sportz 1.2,,,,,
893,Hyundai,i20,Sportz 1.2 IVT Dual Tone,1,,Sportz 1.2,Sportz 1.2,,,,,
894,Hyundai,i20,Sportz 1.2 IVT [2020-2023],1,,Sportz 1.2,Sportz 1.2,,,,,
895,Hyundai,i20,Sportz 1.2 MT [2020-2023],8,,Sportz 1.2,Sportz 1.2,,,,,
692,Hyundai,NEW I20,SPORTZ 1.2 AT,1,,SPORTZ 1.2,SPORTZ 1.2,,,,,
693,Hyundai,NEW I20,SPORTZ 1.2 MT,4,,SPORTZ 1.2,SPORTZ 1.2,,,,,
694,Hyundai,NEW I20,SPORTZ 1.2 MT DUAL TONE,1,,SPORTZ 1.2,SPORTZ 1.2,,,,,
596,Hyundai,Elite i20,SPORTZ 1.4 CRDI,4,,SPORTZ 1.4,SPORTZ 1.4,,,,,
603,Hyundai,Elite i20,Sportz 1.4 (O),2,,Sportz 1.4,Sportz 1.4,,,,,
887,Hyundai,i20,SPORTZ 1.4 AT,1,,SPORTZ 1.4,SPORTZ 1.4,,,,,
888,Hyundai,i20,SPORTZ 1.4 CRDI,5,,SPORTZ 1.4,SPORTZ 1.4,,,,,
896,Hyundai,i20,Sportz 1.4 CRDI,3,,Sportz 1.4,Sportz 1.4,,,,,
897,Hyundai,i20,Sportz 1.4 CRDI 6 Speed BS-IV,2,,Sportz 1.4,Sportz 1.4,,,,,
695,Hyundai,NEW I20,SPORTZ 1.5 MT,2,,SPORTZ 1.5,SPORTZ 1.5,,,,,
672,Hyundai,Grand i10 Nios,SPORTZ AMT 1.2 KAPPA VTVT,21,,SPORTZ AMT,SPORTZ AMT,,,,,
678,Hyundai,Grand i10 Nios,Sportz AMT 1.2 Kappa VTVT,5,,Sportz AMT,Sportz AMT,,,,,
707,Hyundai,NEW SANTRO,SPORTZ AMT,25,,SPORTZ AMT,SPORTZ AMT,,,,,
723,Hyundai,Santro,Sportz AMT,4,,Sportz AMT,Sportz AMT,,,,,
724,Hyundai,Santro,Sportz AMT [2018-2020],9,,Sportz AMT,Sportz AMT,,,,,
651,Hyundai,Grand i10,SPORTZ AT 1.2 KAPPA VTVT,15,,SPORTZ AT,SPORTZ AT,,,,,
659,Hyundai,Grand i10,Sportz AT 1.2 Kappa VTVT,3,,Sportz AT,Sportz AT,,,,,
708,Hyundai,NEW SANTRO,SPORTZ CNG,10,,SPORTZ CNG,SPORTZ CNG,,,,,
725,Hyundai,Santro,Sportz CNG [2018-2020],4,,Sportz CNG,Sportz CNG,,,,,
709,Hyundai,NEW SANTRO,SPORTZ EXECUTIVE MT CNG,3,,SPORTZ EXECUTIVE,SPORTZ EXECUTIVE,,,,,
710,Hyundai,NEW SANTRO,SPORTZ MT,27,,SPORTZ MT,SPORTZ MT,,,,,
597,Hyundai,Elite i20,SPORTZ PLUS  1.2 CVT,4,,SPORTZ PLUS,SPORTZ PLUS,,,,,
598,Hyundai,Elite i20,SPORTZ PLUS 1.2,14,,SPORTZ PLUS,SPORTZ PLUS,,,,,
599,Hyundai,Elite i20,SPORTZ PLUS 1.4 CRDI,1,,SPORTZ PLUS,SPORTZ PLUS,,,,,
604,Hyundai,Elite i20,Sportz Plus 1.4 CRDi,1,,Sportz Plus,Sportz Plus,,,,,
660,Hyundai,Grand i10,Sportz U2 1.2 CRDi,1,,Sportz U2,Sportz U2,,,,,
673,Hyundai,Grand i10 Nios,SPORTZ U2 1.2 CRDI,2,,SPORTZ U2,SPORTZ U2,,,,,
674,Hyundai,Grand i10 Nios,SPORTZ U2 AMT 1.2 CRDI,1,,SPORTZ U2,SPORTZ U2,,,,,
679,Hyundai,Grand i10 Nios,Sportz U2 1.2 CRDi [2020-2020],1,,Sportz U2,Sportz U2,,,,,
509,Hyundai,Creta,SX (O) 1.4 TURBO DCT,10,,SX (O),SX (O),,,,,
510,Hyundai,Creta,SX (O) 1.4 TURBO DCT DUAL TONE,1,,SX (O),SX (O),,,,,
511,Hyundai,Creta,SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],1,,SX (O),SX (O),,,,,
512,Hyundai,Creta,SX (O) 1.4 Turbo 7 DCT [2020-2022],6,,SX (O),SX (O),,,,,
513,Hyundai,Creta,SX (O) 1.5 DIESEL,2,,SX (O),SX (O),,,,,
514,Hyundai,Creta,SX (O) 1.5 Diesel Automatic [2020-2022],6,,SX (O),SX (O),,,,,
515,Hyundai,Creta,SX (O) 1.5 Diesel [2020-2022],2,,SX (O),SX (O),,,,,
516,Hyundai,Creta,SX (O) 1.5 Petrol CVT,1,,SX (O),SX (O),,,,,
517,Hyundai,Creta,SX (O) 1.5 Petrol CVT [2020-2022],2,,SX (O),SX (O),,,,,
518,Hyundai,Creta,SX (O) 1.6 DIESEL,9,,SX (O),SX (O),,,,,
519,Hyundai,Creta,SX (O) 1.6 PETROL,5,,SX (O),SX (O),,,,,
520,Hyundai,Creta,SX (O) AT 1.5 DIESEL,2,,SX (O),SX (O),,,,,
521,Hyundai,Creta,SX (O) EXECUTIVE 1.6 PETROL,1,,SX (O),SX (O),,,,,
522,Hyundai,Creta,SX (O) IVT 1.5 PETROL,2,,SX (O),SX (O),,,,,
523,Hyundai,Creta,SX (O) IVT KNIGHT 1.5 PETROL,1,,SX (O),SX (O),,,,,
566,Hyundai,Elantra,SX (O) 2.0 AT,1,,SX (O),SX (O),,,,,
618,Hyundai,Exter,SX (O) Connect 1.2 MT,1,,SX (O),SX (O),,,,,
754,Hyundai,Venue,SX (O) 1.0 TURBO DCT,1,,SX (O),SX (O),,,,,
755,Hyundai,Venue,SX (O) 1.0 Turbo,7,,SX (O),SX (O),,,,,
756,Hyundai,Venue,SX (O) 1.0 Turbo iMT,4,,SX (O),SX (O),,,,,
757,Hyundai,Venue,SX (O) 1.5 CRDI,2,,SX (O),SX (O),,,,,
815,Hyundai,Verna,SX (O) 1.5 CRDI AT,1,,SX (O),SX (O),,,,,
816,Hyundai,Verna,SX (O) 1.5 Petrol IVT,2,,SX (O),SX (O),,,,,
817,Hyundai,Verna,SX (O) 1.5 VTVT IVT,1,,SX (O),SX (O),,,,,
818,Hyundai,Verna,SX (O) 1.6 CRDi  AT,4,,SX (O),SX (O),,,,,
819,Hyundai,Verna,SX (O) AT Anniversary Edition 1.6 VTVT,1,,SX (O),SX (O),,,,,
820,Hyundai,Verna,SX (O) Anniversary Edition 1.6 CRDi,1,,SX (O),SX (O),,,,,
821,Hyundai,Verna,SX (O)1.5 MPi,1,,SX (O)1.5,SX (O)1.5,,,,,
822,Hyundai,Verna,SX (O)1.5 VTVT,1,,SX (O)1.5,SX (O)1.5,,,,,
758,Hyundai,Venue,SX 1.0 (O) TURBO,9,,SX 1.0,SX 1.0,,,,,
759,Hyundai,Venue,SX 1.0 (O) TURBO IMT,8,,SX 1.0,SX 1.0,,,,,
760,Hyundai,Venue,SX 1.0 Petrol [2019-2020],1,,SX 1.0,SX 1.0,,,,,
761,Hyundai,Venue,SX 1.0 TURBO,27,,SX 1.0,SX 1.0,,,,,
762,Hyundai,Venue,SX 1.0 TURBO IMT,13,,SX 1.0,SX 1.0,,,,,
763,Hyundai,Venue,SX 1.0 Turbo,10,,SX 1.0,SX 1.0,,,,,
764,Hyundai,Venue,SX 1.0 Turbo iMT,9,,SX 1.0,SX 1.0,,,,,
468,Hyundai,Aura,SX 1.2,7,,SX 1.2,SX 1.2,,,,,
469,Hyundai,Aura,SX 1.2 (O),3,,SX 1.2,SX 1.2,,,,,
470,Hyundai,Aura,SX 1.2 (O) Petrol,2,,SX 1.2,SX 1.2,,,,,
471,Hyundai,Aura,SX 1.2 CNG,2,,SX 1.2,SX 1.2,,,,,
619,Hyundai,Exter,SX 1.2 MT,1,,SX 1.2,SX 1.2,,,,,
765,Hyundai,Venue,SX 1.2 PETROL,5,,SX 1.2,SX 1.2,,,,,
766,Hyundai,Venue,SX 1.2 PETROL DUAL TONE,1,,SX 1.2,SX 1.2,,,,,
767,Hyundai,Venue,SX 1.2 Petrol,1,,SX 1.2,SX 1.2,,,,,
843,Hyundai,Xcent,SX 1.2,9,,SX 1.2,SX 1.2,,,,,
844,Hyundai,Xcent,SX 1.2 (O),5,,SX 1.2,SX 1.2,,,,,
524,Hyundai,Creta,SX 1.4 Turbo 7 DCT,1,,SX 1.4,SX 1.4,,,,,
768,Hyundai,Venue,SX 1.4 (O) CRDi,1,,SX 1.4,SX 1.4,,,,,
525,Hyundai,Creta,SX 1.5 DIESEL,1,,SX 1.5,SX 1.5,,,,,
526,Hyundai,Creta,SX 1.5 Diesel Automatic,1,,SX 1.5,SX 1.5,,,,,
527,Hyundai,Creta,SX 1.5 Diesel Executive,1,,SX 1.5,SX 1.5,,,,,
528,Hyundai,Creta,SX 1.5 Diesel [2020-2022],1,,SX 1.5,SX 1.5,,,,,
529,Hyundai,Creta,SX 1.5 PETROL,2,,SX 1.5,SX 1.5,,,,,
530,Hyundai,Creta,SX 1.5 Petrol CVT [2020-2022],1,,SX 1.5,SX 1.5,,,,,
