make,model,variant,year,transmission,bodyType,fuelType,ownerNumber,odometerReading,cityRto,listingPrice,fitnessUpto,insuranceType,duplicateKey,city,registrationYear,registrationMonth,websiteUrl
Skoda,Kushaq [2021-2023],Style 1.0L TSI AT (6 Airbags),2022,"Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode",SUV,Petrol,First,"33,585",MH48CC7139,1399000,MISSING,Comprehensive,MISSING,Mumbai,04/02/2022 00:00:00,MISSING,https://www.carwale.com/used/skoda-kushaq-cars-in-mumbai/nyaewqlv/
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],2020,Manual - 5 Gears,Hatchback,Petrol,First,"46,581",MH47AU3928,405000,MISSING,Expired,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/renault-kwid-cars-in-mumbai/ldqnzoka/
Maruti Suzuki,Celerio [2017-2021],VXi CNG [2017-2019],2018,Manual - 5 Gears,Hatchback,CNG,First,"74,536",MH04JM6120,411000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-celerio-cars-in-mumbai/daj059zp/
Maruti Suzuki,Swift [2011-2014],VXi,2014,Manual - 5 Gears,Hatchback,Petrol,First,"53,120",MH02DN5631,357000,MISSING,Expired,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-swift-cars-in-mumbai/2a8mdb3s/
Honda,City [2014-2017],VX CVT,2019,"Automatic - CVT Gears, Sport Mode",Sedan,Petrol,First,"82,109",MH05EA2122,899000,MISSING,Expired,MISSING,Mumbai,03/28/2019 00:00:00,MISSING,https://www.carwale.com/used/honda-city-cars-in-mumbai/t80sxnyi/
Honda,Jazz [2015-2018],S Petrol,2017,Manual - 5 Gears,MISSING,Petrol,First,"66,446",MH03CS0579,500000,MISSING,Comprehensive,MISSING,Mumbai,10/30/2017 00:00:00,MISSING,https://www.carwale.com/used/honda-jazz-cars-in-mumbai/gsurdmim/
Maruti Suzuki,Wagon R 1.0 [2010-2013],VXi,2013,Manual,Hatchback,Petrol,First,"45,304",MH46X5976,273447,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-wagon-r-cars-in-mumbai/8cbea9cw/
Honda,City 4th Generation,ZX Petrol [2019-2019],2020,Manual - 5 Gears,Sedan,Petrol,First,"27,473",MH27DA1874,1014077,MISSING,Expired,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-city-cars-in-mumbai/wtd0gint/
Kia,Sonet [2020-2022],GTX Plus 1.0 DCT [2020-2021],2020,"Automatic (DCT) - 7 Gears, Manual Override, Sport Mode",SUV,Petrol,First,"18,500",MH02FJ5973,1275000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/kia-sonet-cars-in-mumbai/i4qp9gk8/
Maruti Suzuki,Celerio [2017-2021],ZXi AMT [2019-2020],2016,"AMT - 5 Gears, Manual Override",Hatchback,Petrol,First,"76,727",MH47Q4472,377000,MISSING,Expired,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-celerio-cars-in-mumbai/mho8wb9w/
Tata,Hexa [2017-2019],XMA 4x2 7 STR,2018,"Automatic - 6 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"30,774",MH04JM9692,1175000,MISSING,Comprehensive,MISSING,Mumbai,10/31/2018 00:00:00,MISSING,https://www.carwale.com/used/tata-hexa-cars-in-mumbai/o70vgizw/
Hyundai,i10 [2010-2017],1.1L iRDE Magna Special Edition,2015,Manual - 5 Gears,Hatchback,Petrol,First,"22,225",MH02DZ9259,319000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-i10-cars-in-mumbai/37lej0t3/
Mercedes-Benz,GL,350 CDI,2015,"Automatic - 7 Gears, Paddle Shift, Sport Mode",SUV,Diesel,Second,"1,38,000",MH46AD4023,2795000,MISSING,Third Party,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-gl-class-cars-in-mumbai/qx82ln7n/
Toyota,Land Cruiser Prado,VX L,2015,"Automatic - 5 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"1,06,000",MH47K4686,5400000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-prado-cars-in-mumbai/wbimgy48/
BMW,3 Series [2012-2016],320d Sport Line,2014,"Automatic - 8 Gears, Manual Override, Sport Mode",Sedan,Diesel,Second,"90,000",MH02DJ3745,1195000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-3-series-cars-in-mumbai/my2ex1mv/
Land Rover,Discovery Sport [2015-2017],HSE 7-Seater,2019,"Automatic - 9 Gears, Sport Mode",SUV,Diesel,Second,"62,000",MH01DE4068,2995000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/land-rover-discovery-sport-cars-in-mumbai/dnnkvhgp/
Mercedes-Benz,GLS [2016-2020],350 d,2016,"Automatic - 9 Gears, Paddle Shift, Sport Mode",SUV,Diesel,Third,"93,000",MH04HM5565,3975000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-gls-cars-in-mumbai/ceu40tmj/
Mercedes-Benz,GLC [2016-2019],220 d Progressive,2017,Automatic - 9 Gears,SUV,Diesel,Second,"68,000",MH04JB2728,2940000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-glc-cars-in-mumbai/m6im5d54/
Land Rover,Discovery Sport [2015-2017],HSE 7-Seater,2019,"Automatic - 9 Gears, Sport Mode",SUV,Diesel,Second,"62,000",MH01DE4068,2995000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/land-rover-discovery-sport-cars-in-mumbai/dnnkvhgp/
Mercedes-Benz,GLS [2016-2020],350 d,2016,"Automatic - 9 Gears, Paddle Shift, Sport Mode",SUV,Diesel,Third,"93,000",MH04HM5565,3975000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-gls-cars-in-mumbai/ceu40tmj/
Mercedes-Benz,GLC [2016-2019],220 d Progressive,2017,Automatic - 9 Gears,SUV,Diesel,Second,"68,000",MH04JB2728,2940000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-glc-cars-in-mumbai/m6im5d54/
Land Rover,Discovery,3.0 SE Petrol,2018,"Automatic - 8 Gears, Sport Mode",SUV,Petrol,First,"39,000",JH07H5050,5490000,MISSING,Zero Depreciation,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/land-rover-discovery-cars-in-mumbai/etw5usx1/
Toyota,Land Cruiser Prado,VX L,2015,"Automatic - 5 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"1,06,000",MH47K4686,5400000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-prado-cars-in-mumbai/wbimgy48/
BMW,3 Series [2012-2016],320d Sport Line,2014,"Automatic - 8 Gears, Manual Override, Sport Mode",Sedan,Diesel,Second,"90,000",MH02DJ3745,1195000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-3-series-cars-in-mumbai/my2ex1mv/
Aston Martin,DBX,707,2024,Automatic (DCT) - 9 Gears,SUV,Petrol,First,700,MHXXXXXXXX,37500000,MISSING,Zero Depreciation,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/aston-martin-dbx-cars-in-mumbai/soh5lw42/
Mercedes-Benz,S-Class [2006-2010],320 CDI,2009,Not Available,Sedan,Not Available,Second,"85,000",MH04EC0300,1175000,MISSING,Comprehensive,MISSING,Mumbai,09/17/2009 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-s-class-cars-in-mumbai/96ml0ue5/
MG,Gloster [2020-2022],Savvy 6 STR 2.0 Twin Turbo 4WD,2022,"Automatic (TC) - 8 Gears, Manual Override & Paddle Shift, Sport Mode",MISSING,Diesel,First,"34,519",MH04LB9165,3775000,MISSING,Comprehensive,MISSING,Mumbai,08/12/2022 00:00:00,MISSING,https://www.carwale.com/used/mg-gloster-cars-in-mumbai/dgw08yqt/
Toyota,Corolla,H4 1.8G,2008,Automatic - 4 Gears,Sedan,Petrol,Second,"52,239",MH43V7342,295000,MISSING,Expired,MISSING,Mumbai,06/10/2008 00:00:00,MISSING,https://www.carwale.com/used/toyota-corolla-cars-in-mumbai/xk6f5538/
Hyundai,Venue [2019-2022],SX 1.4 (O) CRDi,2021,Manual - 6 Gears,SUV,Diesel,First,"53,262",MH46BZ3088,1075000,MISSING,Comprehensive,MISSING,Mumbai,08/26/2021 00:00:00,MISSING,https://www.carwale.com/used/hyundai-venue-cars-in-mumbai/6g19zhxd/
Ford,Endeavour [2016-2019],Trend 2.2 4x2 AT,2016,"Automatic - 6 Gears, Manual Override, Sport Mode",SUV,Diesel,Third,"37,000",MH01CD6932,2200000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/ford-endeavour-cars-in-mumbai/6o1v1rkg/
Audi,A4,Technology 40 TFSI [2021-2022],2023,"Automatic (DCT) - 7 Gears, Paddle Shift, Sport Mode",Sedan,Petrol,First,"2,800",MH01EF5120,4375000,MISSING,Comprehensive,MISSING,Mumbai,03/31/2023 00:00:00,MISSING,https://www.carwale.com/used/audi-a4-cars-in-mumbai/hn5lgqqp/
Mercedes-Benz,E-Class [2015-2017],E 250 CDI Edition E,2017,"Automatic - 7 Gears, Paddle Shift",MISSING,Diesel,Second,"61,000",MH02EK5112,1900000,MISSING,Comprehensive,MISSING,Mumbai,01/18/2017 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-e-class-cars-in-mumbai/fu5qtid3/
Mercedes-Benz,GLC [2019-2023],220d 4MATIC Progressive [2019-2021],2019,"Automatic (TC) - 9 Gears, Paddle Shift, Sport Mode",MISSING,Diesel,Second,"21,200",MH02FE9634,4200000,MISSING,,MISSING,Mumbai,12/09/2019 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-glc-cars-in-mumbai/2mi5svfj/
Volvo,XC90 [2007-2015],D5 AWD,2011,"Automatic - 6 Gears, Manual Override",SUV,Diesel,First,"1,24,099",MH01BB0608,910000,MISSING,Comprehensive,MISSING,Mumbai,10/04/2011 00:00:00,MISSING,https://www.carwale.com/used/volvo-xc90-cars-in-mumbai/7cdy6d94/
Hyundai,Creta [2020-2023],SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],2020,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",MISSING,Petrol,First,"29,309",MH01DP4238,1525000,MISSING,Comprehensive,MISSING,Mumbai,10/28/2020 00:00:00,MISSING,https://www.carwale.com/used/hyundai-creta-cars-in-mumbai/lizbg4sh/
Toyota,Fortuner [2009-2012],3.0 MT,2009,Manual - 5 Gears,MISSING,Diesel,First,"2,26,000",MH06AW9913,765000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-fortuner-cars-in-mumbai/hkpmsywc/
Mahindra,TUV300 [2015-2019],T8 AMT,2017,AMT - 5 Gears,MISSING,Diesel,First,"41,000",MH02EU0508,765000,MISSING,,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mahindra-tuv300-cars-in-mumbai/197s392i/
BMW,3 Series GT [2014-2016],320d Luxury Line [2014-2016],2015,"Automatic - 8 Gears, Manual Override, Sport Mode",MISSING,Diesel,First,"20,000",MH02DZ4789,2275000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-3-series-gt-cars-in-mumbai/gln751em/
Toyota,Innova [2015-2016],2.5 G BS IV 8 STR,2008,Manual - 5 Gears,MISSING,Diesel,Second,"1,40,000",MH06XXXX,390000,MISSING,Third Party,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-innova-cars-in-mumbai/n2drpzyb/
MG,Gloster [2020-2022],Savvy 6 STR 2.0 Twin Turbo 4WD,2021,"Automatic (TC) - 8 Gears, Manual Override & Paddle Shift, Sport Mode",MISSING,Diesel,Second,"30,000",MH46BZ0175,3200000,MISSING,,MISSING,Mumbai,06/03/2021 00:00:00,MISSING,https://www.carwale.com/used/mg-gloster-cars-in-mumbai/ciputnxp/
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],2018,Automatic - 4 Gears,Sedan,Petrol,First,"55,000",MH01DB9367,810000,MISSING,Comprehensive,MISSING,Mumbai,10/10/2018 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-ciaz-cars-in-mumbai/1cxicu3u/
Volvo,XC60 [2021-2022],B5 Inscription,2021,"Automatic (TC) - 8 Gears, Manual Override, Sport Mode",SUV,Hybrid (Electric + Petrol),First,"31,000",MH01DT9227,4975000,MISSING,Comprehensive,MISSING,Mumbai,10/21/2021 00:00:00,MISSING,https://www.carwale.com/used/volvo-xc60-cars-in-mumbai/waovt1j6/
Volkswagen,Vento [2014-2015],TSI,2015,"Automatic - 7 Gears, Sport Mode",Sedan,Petrol,Second,"66,000",MH02DW4491,475000,MISSING,Comprehensive,MISSING,Mumbai,03/18/2015 00:00:00,MISSING,https://www.carwale.com/used/volkswagen-vento-cars-in-mumbai/acez2vsp/
Honda,City 4th Generation,V Petrol [2017-2019],2017,Manual - 5 Gears,MISSING,Petrol,First,"22,000",MH47Q5714,675000,MISSING,Comprehensive,MISSING,Mumbai,02/07/2017 00:00:00,MISSING,https://www.carwale.com/used/honda-city-cars-in-mumbai/tmzs99xo/
Toyota,Innova [2012-2013],Aero Ltd 7 STR BS IV,2012,Manual - 5 Gears,MISSING,Diesel,First,"1,32,000",MH48XXXX,775000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-innova-cars-in-mumbai/o4pu7vhd/
BMW,3 Series [2016-2019],320d Luxury Line,2013,"Automatic - 8 Gears, Manual Override, Sport Mode",Sedan,Diesel,First,"53,000",MHO2XXXX,1250000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-3-series-cars-in-mumbai/b6wdm4i6/
Mercedes-Benz,GLS [2016-2020],350 d,2018,"Automatic - 9 Gears, Paddle Shift, Sport Mode",SUV,Diesel,Second,"1,00,000",MH04JM7333,4900000,MISSING,Expired,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-gls-cars-in-mumbai/8ywpo5kx/
MG,Gloster,Savvy 7 STR 2.0 Twin Turbo 4WD [2022-2023],2023,"Automatic (TC) - 8 Gears, Manual Override & Paddle Shift, Sport Mode",SUV,Diesel,First,"15,000",MH12VV6624,4260000,MISSING,Zero Depreciation,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mg-gloster-cars-in-mumbai/vgp1bytv/
Toyota,Fortuner [2016-2021],2.8 4x4 AT,2018,"Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode",SUV,Diesel,Fourth,"71,000",KA0000000,2550000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-fortuner-cars-in-bangalore/0is8xt45/
Mahindra,XUV500,W11 AT,2019,Automatic - 6 Gears,SUV,Diesel,Second,"79,000",KA03NE4969,1650000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mahindra-xuv500-cars-in-bangalore/1mnd7gbm/
Hyundai,Creta [2020-2023],SX (O) 1.5 Diesel [2020-2022],2021,Manual - 6 Gears,SUV,Diesel,First,"83,000",KA07N3383,1695000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-creta-cars-in-bangalore/9xr7ngbl/
Mercedes-Benz,GLA [2014-2017],200 CDI Sport,2015,"Automatic - 7 Gears, Paddle Shift, Sport Mode",SUV,Diesel,First,"1,00,000",KA000000000,1650000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-gla-cars-in-bangalore/9kc5cdea/
Hyundai,Venue [2019-2022],SX 1.0 Turbo iMT,2022,Clutchless Manual - 6 Gears,Compact SUV,Petrol,First,"18,000",KA68M3196,1325000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-venue-cars-in-bangalore/bn9x9t0d/
Hyundai,Elite i20 [2017-2018],Asta 1.2,2018,Manual - 5 Gears,Hatchback,Petrol,First,"1,09,000",KA19MJ2401,750000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-elite-i20-cars-in-bangalore/qgvpuray/
Hyundai,Creta [2020-2023],SX (O) 1.4 Turbo 7 DCT [2020-2022],2020,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",SUV,Petrol,Second,"74,000",KA22MC0309,1595000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-creta-cars-in-bangalore/bw3ja6e8/
Honda,Amaze [2018-2021],1.2 V MT Petrol [2018-2020],2020,Manual - 5 Gears,Compact Sedan,Petrol,First,"31,000",KA01MU5261,850000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-bangalore/00fb83dh/
Toyota,Corolla Altis [2011-2014],J Diesel,2013,Manual - 6 Gears,Sedan,Diesel,Second,"68,000",KA51MV3886,595000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-corolla-altis-cars-in-bangalore/z9668o3u/
Mahindra,XUV500 [2015-2018],W8 [2015-2017],2014,Manual - 6 Gears,SUV,Diesel,Second,"1,09,000",KA02MJ9587,865000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mahindra-xuv500-cars-in-bangalore/ff5irozn/
Toyota,Corolla Altis [2011-2014],J Diesel,2013,Manual - 6 Gears,Sedan,Diesel,Second,"68,000",KA51MV3886,595000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-corolla-altis-cars-in-bangalore/z9668o3u/
Maruti Suzuki,Vitara Brezza [2016-2020],VDi (O) [2016-2018],2017,Manual - 5 Gears,SUV,Diesel,First,"1,22,000",KA32P0841,825000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-vitara-brezza-cars-in-bangalore/xjl3twwy/
Mahindra,XUV500 [2015-2018],W9 AT,2019,Automatic - 6 Gears,SUV,Diesel,First,"58,000",KA19MK1762,1495000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mahindra-xuv500-cars-in-bangalore/f5nkgo0x/
Hyundai,Creta [2017-2018],SX Plus 1.6 AT CRDI,2017,"Automatic - 6 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"81,000",KA03NB1087,1200000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-creta-cars-in-bangalore/186j0y03/
Hyundai,i20 Active [2015-2018],1.2 SX,2017,Manual - 5 Gears,Hatchback,Petrol,Third,"92,000",KA47M6723,725000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-i20-active-cars-in-bangalore/1z2udw3z/
Mahindra,XUV500 [2015-2018],W10,2015,Manual - 6 Gears,SUV,Diesel,First,"93,000",KA04MQ3231,1050000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mahindra-xuv500-cars-in-bangalore/4rimah4a/
Hyundai,i20 [2010-2012],Sportz 1.2 BS-IV,2013,Manual,Hatchback,Petrol,Second,"1,22,000",KA05MM5350,445000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-i20-cars-in-bangalore/g2igvryg/
Toyota,Innova Crysta [2016-2020],2.4 G 8 STR [2016-2017],2021,Manual - 5 Gears,SUV,Diesel,Second,"54,000",KA02MR4473,2375000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-innova-crysta-cars-in-bangalore/q2rgmpxk/
Honda,City [2008-2011],1.5 S MT,2011,Manual - 5 Gears,Sedan,Petrol,Second,"92,000",KA51MB5989,425000,MISSING,,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-city-cars-in-bangalore/rxtvs3v6/
Tata,Nexon [2017-2020],XM,2017,Manual - 6 Gears,SUV,Petrol,First,"58,047",KA11N0992,699000,MISSING,Comprehensive,MISSING,Bangalore,12/22/2017 00:00:00,MISSING,https://www.carwale.com/used/tata-nexon-cars-in-bangalore/g4b65pxk/
Maruti Suzuki,Wagon R,ZXI Plus 1.2 [2022-2023],2023,Manual - 5 Gears,Hatchback,Petrol,First,"2,696",KA5100000,733000,MISSING,Third Party,MISSING,Bangalore,06/01/2023 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-wagon-r-cars-in-bangalore/599ec431bc2e4ca49119a273e4bde2dc/
Nissan,Micra [2013-2018],XV CVT [2016-2017],2014,Automatic - CVT Gears,Hatchback,Petrol,First,"69,585",KA51MF1904,402000,MISSING,,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/nissan-micra-cars-in-bangalore/b4dq12tz/
Maruti Suzuki,Swift DZire [2011-2015],ZDI,2014,Manual - 5 Gears,Sedan,Diesel,First,"56,937",KA53MB5573,553000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-swift-dzire-cars-in-bangalore/vg2wlh0t/
Tata,Nexon [2020-2023],XZA Plus (O),2022,"AMT - 6 Gears, Manual Override, Sport Mode",Compact SUV,Petrol,First,"13,619",KA53MJ3241,1263000,MISSING,Expired,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/tata-nexon-cars-in-bangalore/poyerl0s/
Ford,Freestyle,Titanium Plus 1.2 Ti-VCT [2018-2020],2018,Manual - 5 Gears,Hatchback,Petrol,First,"66,817",KA51ML8052,551000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/ford-freestyle-cars-in-bangalore/bz9o38rg/
Maruti Suzuki,Swift DZire [2011-2015],ZXI,2015,Manual - 5 Gears,Sedan,Petrol,Third,"28,746",KA14P4844,506000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-swift-dzire-cars-in-bangalore/ydcmt9ak/
Hyundai,i20 [2012-2014],Magna (O) 1.4 CRDI,2013,Manual - 6 Gears,Hatchback,Diesel,Second,"94,514",KA01MK8162,369000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-i20-cars-in-bangalore/zawzf2eo/
Kia,Sonet [2020-2022],HTX 1.5 [2020-2021],2022,Manual - 6 Gears,SUV,Diesel,First,"21,176",KA03NM4527,1280000,MISSING,Expired,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/kia-sonet-cars-in-bangalore/bs806r6i/
Maruti Suzuki,Swift [2011-2014],VDi,2012,Manual - 5 Gears,Hatchback,Diesel,Second,"1,15,035",KA01MW6086,368000,MISSING,,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-swift-cars-in-bangalore/zjr3ddfh/
Hyundai,Verna [2011-2015],Fluidic 1.6 VTVT SX,2014,Manual - 5 Gears,Sedan,Petrol,Second,"27,674",KA04MN6106,583000,MISSING,,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-verna-cars-in-bangalore/yxyb5ha0/
Tata,Nexon [2020-2023],XZA Plus (O),2022,"AMT - 6 Gears, Manual Override, Sport Mode",Compact SUV,Petrol,First,"13,619",KA53MJ3241,1263000,MISSING,Expired,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/tata-nexon-cars-in-bangalore/poyerl0s/
Maruti Suzuki,Swift DZire [2011-2015],VXI,2014,Manual - 5 Gears,Sedan,Petrol,Third,"61,511",KA12Z2454,430000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-swift-dzire-cars-in-bangalore/bvs26dwz/
Maruti Suzuki,Dzire [2017-2020],VXi,2017,Manual - 5 Gears,Compact Sedan,Petrol,First,"42,138",KA51MK5609,696000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-dzire-cars-in-bangalore/9t19xtrf/
Hyundai,Santro,Sportz AMT [2018-2020],2018,AMT - 5 Gears,Hatchback,Petrol,Second,"36,435",KA02MP1879,476000,MISSING,,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-santro-cars-in-bangalore/eep9n9ed/
Hyundai,Grand i10,Magna 1.2 Kappa VTVT,2017,Manual - 5 Gears,Hatchback,Petrol,Third,"63,370",KA19MH0918,378000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-grand-i10-cars-in-bangalore/lfslr2xu/
Honda,Amaze [2018-2021],1.5 V CVT Diesel,2019,Automatic (CVT) - 7 Gears,Compact Sedan,Diesel,Second,"49,663",KA03NF6531,781000,MISSING,,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-bangalore/af9yqypb/
Volkswagen,Polo [2010-2012],Comfortline 1.2L (D),2012,Not Available,Hatchback,Not Available,First,"93,691",KA05MM9344,382000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volkswagen-polo-cars-in-bangalore/6sbxagmd/
Maruti Suzuki,Celerio [2017-2021],ZXi [2017-2019],2018,Manual - 5 Gears,Hatchback,Petrol,Second,"19,171",KA41MB4458,486000,MISSING,Comprehensive,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-celerio-cars-in-bangalore/do6jg33t/
Tata,Tigor [2018-2020],Revotorq XZ,2018,Manual - 5 Gears,Compact Sedan,Diesel,First,"71,675",KA63M2344,546000,MISSING,,MISSING,Bangalore,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/tata-tigor-cars-in-bangalore/nvlmptsd/
