make,model,variant,year,transmission,bodyType,fuelType,ownerNumber,odometerReading,cityRto,listingPrice,fitnessUpto,insuranceType,duplicateKey,city,registrationYear,registrationMonth,websiteUrl
Tata,Altroz,XT Diesel [2020-2023],2022,Manual - 5 Gears,Hatchback,Diesel,First,"37,737",TN11AY4312,832000,MISSING,,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/tata-altroz/aybuxv6o/
Honda,City [2014-2017],VX (O) MT,2016,Manual - 5 Gears,Sedan,Petrol,First,"45,819",TN02BD7011,631000,MISSING,,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/honda-city/60gdtown/
Nissan,Magnite,XV Premium Turbo CVT [2020],2021,"Automatic (CVT) - CVT Gears, Sport Mode",Compact SUV,Petrol,First,"60,281",TN12AL6685,773800,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/nissan-magnite/n7o9ui3r/
Maruti Suzuki,Celerio [2017-2021],VXi AMT [2019-2020],2019,"AMT - 5 Gears, Manual Override",Hatchback,Petrol,First,"70,604",TN09CU3957,458000,MISSING,,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/maruti-suzuki-celerio/7tg793dx/
Hyundai,Creta [2015-2017],1.6 SX Plus Petrol,2018,Manual - 6 Gears,SUV,Petrol,First,"57,922",TN18AP7609,938400,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-creta/bu6ry66j/
Maruti Suzuki,Celerio [2017-2021],ZXi AMT [2019-2020],2015,"AMT - 5 Gears, Manual Override",Hatchback,Petrol,First,"72,001",TN07CC3265,402000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/maruti-suzuki-celerio/27u78bty/
Tata,Tiago [2016-2020],Revotron XZA,2018,"AMT - 5 Gears, Sport Mode",Hatchback,Petrol,First,"40,608",TN13P5973,531000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/tata-tiago/4lt5yc1p/
Maruti Suzuki,Dzire [2017-2020],VDi AMT,2017,AMT - 5 Gears,Compact Sedan,Diesel,First,"61,220",TN07CK7552,656000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/maruti-suzuki-dzire/bhwajlhl/
Maruti Suzuki,Celerio [2014-2017],VXi,2015,Manual - 5 Gears,Hatchback,Petrol,Second,"49,343",TN25AP7295,379000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/maruti-suzuki-celerio/xok7ifyu/
Hyundai,Santro,Sportz [2018-2020],2018,Manual - 5 Gears,Hatchback,Petrol,First,"13,267",TN18AT0319,504000,MISSING,,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-santro/sy1gi80k/
Renault,Kwid [2022-2023],RXT 1.0,2017,Manual - 5 Gears,Hatchback,Petrol,First,"74,272",TN12U7016,360000,MISSING,,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/renault-kwid/778afv1t/
Ford,EcoSport [2017-2019],Titanium 1.5L TDCi,2017,Manual - 5 Gears,SUV,Diesel,First,"1,05,390",TN10AY9084,590000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/ford-ecosport/oskrsm3w/
Renault,Kwid [2015-2019],RXT Opt [2015-2019],2018,Manual - 5 Gears,Hatchback,Petrol,Second,"25,128",TN09CQ6820,401000,MISSING,,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/renault-kwid/zyt08fa6/
Honda,City [2014-2017],V Diesel,2015,Manual - 6 Gears,Sedan,Diesel,Second,"93,808",TN01AX6142,582000,MISSING,,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/honda-city/w6q8x6eb/
Kia,Seltos [2019-2022],GTX AT 1.4,2019,"Automatic - 7 Gears, Manual Override",SUV,Petrol,First,"62,939",TN85L9595,1261650,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/kia-seltos/18ij5ryq/
Hyundai,i10 [2010-2017],1.1L iRDE Magna Special Edition,2014,Manual - 5 Gears,Hatchback,Petrol,Second,"91,981",TN11H4145,298827,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-i10/pg6cgxbk/
Maruti Suzuki,Dzire [2017-2020],VXi,2017,Manual - 5 Gears,Compact Sedan,Petrol,Second,"86,069",TN10BB0451,583776,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/maruti-suzuki-dzire/ai9ry7nb/
Hyundai,Grand i10 [2013-2017],Sportz 1.2 Kappa VTVT [2013-2016],2015,Manual - 5 Gears,Hatchback,Petrol,Second,"41,168",TN07CD0498,412000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10/5jk7fzzb/
Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,2018,Automatic - 6 Gears,SUV,Petrol,First,"69,555",TN14R9847,955000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-creta/xqvweefu/
Hyundai,Santro,Sportz AMT [2018-2020],2019,AMT - 5 Gears,Hatchback,Petrol,First,"40,178",TN10BH4978,494703,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-santro/kjxof4q4/
Tata,Tiago [2016-2020],Revotron XZA Plus,2022,"AMT - 5 Gears, Sport Mode",Hatchback,Petrol,First,"8,870",TN05CM4624,694484,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/tata-tiago/0m02jwcr/
Honda,City [2014-2017],V,2018,Manual - 5 Gears,Sedan,Petrol,Second,"79,755",TN09CP0650,751000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/honda-city/i8ilh7f3/
Renault,Kwid [2022-2023],RXT 1.0,2022,Manual - 5 Gears,Hatchback,Petrol,First,"7,960",TN05CL0378,486000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/renault-kwid/wbpono1x/
Tata,Nexon [2020-2023],XZ Plus (HS) Dark Edition,2022,"Manual - 6 Gears, Sport Mode",Compact SUV,Petrol,First,"20,047",TN13Y4579,1034000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/tata-nexon/5hrxulqe/
Hyundai,Grand i10 [2013-2017],Magna 1.2 Kappa VTVT [2013-2016],2016,Manual - 5 Gears,Hatchback,Petrol,Second,"28,490",TN10AW3812,421839,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10/pq5jdbf8/
Maruti Suzuki,Ignis [2017-2019],Sigma 1.2 MT,2017,Manual - 5 Gears,Hatchback,Petrol,First,"51,920",TN13K9526,443000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/maruti-suzuki-ignis/iadcj23n/
Honda,City [2014-2017],VX CVT,2016,"Automatic - CVT Gears, Sport Mode",Sedan,Petrol,First,"46,317",TN01BA7309,692000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/honda-city/fg261yfs/
Maruti Suzuki,Wagon R 1.0 [2014-2019],VXI AMT (O),2016,AMT - 5 Gears,Hatchback,Petrol,First,"74,308",TN09CF0294,396000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/maruti-suzuki-wagon-r/6qctcj9a/
Tata,Tiago [2016-2020],Revotron XZA,2018,"AMT - 5 Gears, Sport Mode",Hatchback,Petrol,Second,"83,623",TN59CA5716,433974,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/tata-tiago/ayqqfi8a/
Hyundai,Grand i10 Nios [2019-2023],Sportz 1.2 Kappa VTVT,2020,Manual - 5 Gears,Hatchback,Petrol,First,"26,776",TN11AS3215,608587,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10-nios/1u15bci9/
Honda,WR-V [2017-2020],VX MT Petrol,2018,Manual - 5 Gears,SUV,Petrol,Second,"44,991",TN01BF9369,665000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/honda-wr-v/u5ptu337/
Ford,EcoSport [2015-2017],Titanium 1.5L Ti-VCT,2016,Manual - 5 Gears,SUV,Petrol,Second,"94,740",TN02BF2373,522539,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/ford-ecosport/yokn0yhm/
Ford,Freestyle,Titanium Plus 1.2 Ti-VCT [2018-2020],2018,Manual - 5 Gears,Hatchback,Petrol,First,"42,389",TN11AJ6883,586302,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/ford-freestyle/ntopbhop/
Honda,Jazz,ZX,2020,Manual - 5 Gears,Hatchback,Petrol,Second,"54,520",TN05CB6104,716000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/honda-jazz/q2l996pl/
Hyundai,Grand i10 [2013-2017],Sportz 1.2 Kappa VTVT [2016-2017],2017,Manual - 5 Gears,Hatchback,Petrol,First,"55,110",TN13J7384,479492,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10/p1tl05mz/
Hyundai,Grand i10 [2013-2017],Asta 1.2 Kappa VTVT [2013-2016],2018,Manual - 5 Gears,Hatchback,Petrol,Second,"61,302",TN14P5659,489000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10/1cgi6i4p/
Hyundai,Grand i10 Nios [2019-2023],Sportz U2 1.2 CRDi [2020-2020],2020,Manual - 5 Gears,Hatchback,Diesel,First,"24,914",TN05CA5051,700000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10-nios/6sahxkks/
Renault,Kwid [2019] [2019-2019],RXL,2019,Manual - 5 Gears,Hatchback,Petrol,Second,"46,473",TN13R8886,342000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/renault-kwid/gkdo47rd/
Honda,Jazz,ZX,2020,Manual - 5 Gears,Hatchback,Petrol,Second,"54,520",TN05CB6104,716000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/honda-jazz/q2l996pl/
Hyundai,Grand i10 [2013-2017],Sportz 1.2 Kappa VTVT [2016-2017],2017,Manual - 5 Gears,Hatchback,Petrol,First,"55,110",TN13J7384,479492,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10/p1tl05mz/
Hyundai,Grand i10 [2013-2017],Asta 1.2 Kappa VTVT [2013-2016],2018,Manual - 5 Gears,Hatchback,Petrol,Second,"61,302",TN14P5659,489000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10/1cgi6i4p/
Hyundai,Grand i10 Nios [2019-2023],Sportz U2 1.2 CRDi [2020-2020],2020,Manual - 5 Gears,Hatchback,Diesel,First,"24,914",TN05CA5051,700000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10-nios/6sahxkks/
Renault,Kwid [2019] [2019-2019],RXL,2019,Manual - 5 Gears,Hatchback,Petrol,Second,"46,473",TN13R8886,342000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/renault-kwid/gkdo47rd/
Ford,EcoSport,Titanium + 1.5L Ti-VCT AT [2019-2020],2018,"Automatic - 6 Gears, Paddle Shift, Sport Mode",SUV,Petrol,Second,"64,583",TN14T5294,703539,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/ford-ecosport/2xafax0q/
Hyundai,i20 [2020-2023],Sportz 1.0 Turbo IMT,2020,Clutchless Manual - 6 Gears,Hatchback,Petrol,First,"24,334",TN12AL5157,755651,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-elite-i20/pjs4st4u/
Maruti Suzuki,Wagon R 1.0 [2014-2019],VXI AMT (O),2016,AMT - 5 Gears,Hatchback,Petrol,First,"74,308",TN09CF0294,396000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/maruti-suzuki-wagon-r/6qctcj9a/
Renault,Kwid [2015-2019],RXT Opt [2015-2019],2021,Manual - 5 Gears,Hatchback,Petrol,First,"19,241",TN06AA7483,478354,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/renault-kwid/9vav10px/
Kia,Seltos [2019-2022],HTK Plus 1.5 [2019-2020],2020,Manual - 6 Gears,SUV,Petrol,First,"64,659",TN14W9465,987000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/kia-seltos/p6zo89ly/
Hyundai,i20 [2012-2014],Magna (O) 1.2,2013,Manual - 5 Gears,Hatchback,Petrol,First,"60,032",TN22CL5836,396000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-i20/6zhca4bn/
Volkswagen,Polo [2016-2019],Highline1.2L (P),2016,Manual - 5 Gears,Hatchback,Petrol,Third,"92,620",TN07CE1366,498000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/volkswagen-polo/tzwrrtnx/
Honda,City [2014-2017],VX CVT,2016,"Automatic - CVT Gears, Sport Mode",Sedan,Petrol,First,"46,317",TN01BA7309,692000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/honda-city/fg261yfs/
Hyundai,Grand i10 [2013-2017],Magna 1.2 Kappa VTVT [2013-2016],2016,Manual - 5 Gears,Hatchback,Petrol,Second,"28,490",TN10AW3812,421839,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10/pq5jdbf8/
Maruti Suzuki,Ignis [2017-2019],Sigma 1.2 MT,2017,Manual - 5 Gears,Hatchback,Petrol,First,"51,920",TN13K9526,443000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/maruti-suzuki-ignis/iadcj23n/
Hyundai,Grand i10 [2013-2017],Sportz 1.2 Kappa VTVT [2013-2016],2015,Manual - 5 Gears,Hatchback,Petrol,Second,"41,168",TN07CD0498,412000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10/5jk7fzzb/
Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,2018,Automatic - 6 Gears,SUV,Petrol,First,"69,555",TN14R9847,955000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-creta/xqvweefu/
Renault,Kwid [2022-2023],RXT 1.0,2022,Manual - 5 Gears,Hatchback,Petrol,First,"7,960",TN05CL0378,486000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/renault-kwid/wbpono1x/
Tata,Nexon [2020-2023],XZ Plus (HS) Dark Edition,2022,"Manual - 6 Gears, Sport Mode",Compact SUV,Petrol,First,"20,047",TN13Y4579,1034000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/tata-nexon/5hrxulqe/
Hyundai,Santro,Sportz AMT [2018-2020],2019,AMT - 5 Gears,Hatchback,Petrol,First,"27,113",TN06X6197,517659,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-santro/kwhm1ke9/
Hyundai,Santro,Magna [2018-2020],2019,Manual - 5 Gears,Hatchback,Petrol,First,"44,102",TN19AM4621,442563,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-santro/lpsao512/
Hyundai,Elite i20 [2016-2017],Asta 1.2 (O) [2016],2016,Manual - 5 Gears,Hatchback,Petrol,Second,"57,593",TN10AW8083,550619,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-elite-i20/srgct1iw/
Ford,EcoSport,Titanium + 1.5L Ti-VCT AT [2019-2020],2018,"Automatic - 6 Gears, Paddle Shift, Sport Mode",SUV,Petrol,Second,"57,224",TN09CQ9205,777160,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/ford-ecosport/89d87ltj/
Tata,Nexon [2017-2020],XZA Plus Petrol Dual Tone,2019,AMT - 6 Gears,SUV,Petrol,First,"70,887",TN19AL9768,776000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/tata-nexon/ohur6wx2/
Honda,WR-V [2017-2020],S MT Petrol,2019,Manual - 5 Gears,SUV,Petrol,Second,"53,799",TN02BQ1093,627000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/honda-wr-v/vgnsmo0t/
Renault,Kwid [2015-2019],CLIMBER 1.0 AMT [2017-2019],2020,AMT - 5 Gears,Hatchback,Petrol,Second,"53,297",TN34AD7880,430950,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/renault-kwid/xna8215r/
Maruti Suzuki,Wagon R [2019-2022],VXi (O) 1.2 AMT,2019,"AMT - 5 Gears, Manual Override",Hatchback,Petrol,First,"98,073",TN12AH5556,502000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/maruti-suzuki-wagon-r/w6zqn653/
Skoda,Rapid [2014-2015],1.5 TDI CR Ambition AT,2018,"Automatic - 7 Gears, Manual Override, Sport Mode",Sedan,Diesel,First,"97,636",TN02BL3756,731000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/skoda-rapid/d5deocon/
Hyundai,Venue [2019-2022],SX (O) 1.0 Turbo,2021,Manual - 6 Gears,SUV,Petrol,Second,"19,341",TN09CW5024,927000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-venue/591tw7c8/
Hyundai,Grand i10,Sportz (O) AT 1.2 Kappa VTVT [2017-2018],2017,Automatic - 4 Gears,Hatchback,Petrol,First,"76,899",TN10AZ7410,521000,MISSING,Expired,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10/4kdjvgco/
Hyundai,Grand i10,Sportz (O) AT 1.2 Kappa VTVT [2017-2018],2017,Automatic - 4 Gears,Hatchback,Petrol,First,"96,921",TN02BK9319,508000,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/hyundai-grand-i10/xoeg02gs/
Honda,WR-V [2017-2020],VX MT Diesel,2017,Manual - 6 Gears,SUV,Diesel,Second,"85,291",TN14M4720,674150,MISSING,Comprehensive,MISSING,Chennai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/chennai/honda-wr-v/7aqdq41i/
Volkswagen,Virtus [2022-2023],GT Plus 1.5 TSI EVO DSG,2023,"Automatic (DCT) - 7 Gears, Paddle Shift, Sport Mode",Sedan,Petrol,First,"7,229",TSXXXXX,2100000,MISSING,Comprehensive,MISSING,Hyderabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/volkswagen-virtus/jcln77or/
Audi,Q5 [2018-2020],40 TDI Premium Plus,2019,"Automatic - 7 Gears, Paddle Shift, Sport Mode",SUV,Diesel,First,"58,316",TSXXXXXX,4700000,MISSING,Comprehensive,MISSING,Hyderabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/audi-q5/w77gj6vj/
Volvo,XC60 [2017-2021],Inscription [2017-2020],2019,"Automatic - 8 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"1,00,800",TS007HG8888,3750000,MISSING,Comprehensive,MISSING,Hyderabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/volvo-xc60/pxm6xn0j/
Toyota,Urban Cruiser Hyryder,V Hybrid,2023,"Automatic (EV/Hybrid) - CVT Gears, Paddle Shift",SUV,Hybrid (Electric + Petrol),First,"13,000",,2200000,MISSING,No Insurance,MISSING,Hyderabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/toyota-urban-cruiser-hyryder/ok6mo01k/
Mahindra,XUV500 [2011-2015],W6,2014,Manual - 6 Gears,SUV,Diesel,First,"94,593",KA04ND0571,797000,MISSING,Expired,MISSING,Hyderabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/mahindra-xuv500/3u6spexb/
Ford,EcoSport [2013-2015],Ambiente 1.5 TDCi,2019,Manual - 5 Gears,MISSING,Diesel,First,"69,283",TS09FG3096,780000,MISSING,Expired,MISSING,Hyderabad,07/11/2019 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/ford-ecosport/eu3iqvvd/
Volkswagen,Cross Polo,1.2 MPI,2013,Manual - 5 Gears,MISSING,Petrol,First,"73,644",AP09CQ3719,400000,MISSING,Expired,MISSING,Hyderabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/volkswagen-polo/nizyaucu/
Ford,EcoSport [2017-2019],Titanium 1.5L TDCi,2017,Manual - 5 Gears,SUV,Diesel,First,"55,570",TS08FE4432,740000,MISSING,,MISSING,Hyderabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/ford-ecosport/jmqsuqhm/
Hyundai,Exter,SX (O) Connect 1.2 MT,2023,Manual - 5 Gears,MISSING,Petrol,First,"16,293",TS07JW4515,1050000,MISSING,Comprehensive,MISSING,Hyderabad,02/22/2024 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/hyundai-exter/2j9hqkhh/
Maruti Suzuki,Wagon R,ZXI Plus 1.2 Dual Tone [2022-2023],2023,Manual - 5 Gears,MISSING,Petrol,First,"36,750",TS08JN6316,685000,MISSING,Comprehensive,MISSING,Hyderabad,08/05/2023 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/maruti-suzuki-wagon-r/c3c7x4s9/
Maruti Suzuki,Dzire,ZXi Plus AGS [2020-2023],2020,"AMT - 5 Gears, Manual Override",MISSING,Petrol,First,"26,891",TS08HE8389,850000,MISSING,Expired,MISSING,Hyderabad,10/12/2020 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/maruti-suzuki-dzire/jvnsromp/
Kia,Sonet [2020-2022],GTX Plus 1.5 AT [2020-2021],2020,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",MISSING,Diesel,First,"37,539",TS10EY2499,1350000,MISSING,Comprehensive,MISSING,Hyderabad,11/23/2020 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/kia-sonet/m25tmuul/
Hyundai,Creta [2015-2017],1.6 SX Plus Special Edition,2018,Manual - 6 Gears,MISSING,Diesel,First,"49,445",TS11EP0303,1280000,MISSING,Expired,MISSING,Hyderabad,10/15/2018 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/hyundai-creta/277q1amg/
Honda,CR-V [2013-2018],2.0L 2WD AT,2018,"Automatic - 5 Gears, Manual Override, Sport Mode",MISSING,Petrol,First,"14,404",TS10EP9475,1890000,MISSING,Expired,MISSING,Hyderabad,04/28/2018 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/honda-cr-v/7189j7ir/
Honda,WR-V [2017-2020],VX MT Diesel,2017,Manual - 6 Gears,MISSING,Diesel,First,"80,827",TS07FS6435,850000,MISSING,Expired,MISSING,Hyderabad,08/18/2017 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/honda-wr-v/fda4bnab/
Audi,Q5 [2018-2020],45 TFSI Technology,2018,"Automatic - 7 Gears, Manual Override & Paddle Shift, Sport Mode",MISSING,Petrol,First,"91,373",TS07GP9496,3200000,MISSING,Expired,MISSING,Hyderabad,04/17/2019 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/audi-q5/u067i9g6/
Volkswagen,Taigun [2021-2023],GT Plus 1.5 TSI DSG,2022,"Automatic (DCT) - 7 Gears, Paddle Shift, Sport Mode",MISSING,Petrol,First,"26,109",TS09FV6060,1890000,MISSING,Comprehensive,MISSING,Hyderabad,04/20/2022 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/volkswagen-taigun/8os5gdp7/
Tata,Harrier [2019-2023],XZ,2021,"Manual - 6 Gears, Sport Mode",MISSING,Diesel,First,"72,563",TS08HS7377,1780000,MISSING,Expired,MISSING,Hyderabad,10/30/2021 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/tata-harrier/4uyfxp1j/
Mercedes-Benz,C-Class [2014-2018],C 220 CDI Style,2016,"Automatic - 7 Gears, Paddle Shift, Sport Mode",MISSING,Diesel,First,"57,056",TS09EQ8888,2950000,MISSING,Expired,MISSING,Hyderabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/mercedes-benz-c-class/6d3t4zw3/
Honda,WR-V [2017-2020],VX MT Petrol,2017,Manual - 5 Gears,MISSING,Petrol,First,"84,425",TS09ES9822,820000,MISSING,Expired,MISSING,Hyderabad,04/24/2017 00:00:00,MISSING,https://www.carwale.com/used-cars/hyderabad/honda-wr-v/yoeaklbi/
